[2022-08-19 11:15:49.2337] | Info | 正在启动服务... 
[2022-08-19 16:42:40.2520] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:42:40.2520] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:42:40.2520] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:42:40.2938] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:42:47.9886] | Info | 账号服务器[]断开链接. 
[2022-08-19 16:42:50.3605] | Error | BackgroundService failed System.Exception: IP地址或端口号错误
   at SystemModule.Sockets.IClientScoket.Connect() in /Volumes/Project/OpenMir2/src/SystemModule/Sockets/AsyncSocketClient/IClientScoket.cs:line 39
   at LoginGate.ClientThread.ReConnected() in /Volumes/Project/OpenMir2/src/LoginGate/Services/ClientThread.cs:line 58
   at LoginGate.ClientManager.CheckSessionStatus(ClientThread clientThread) in /Volumes/Project/OpenMir2/src/LoginGate/Services/ClientManager.cs:line 187
   at LoginGate.TimedService.ProcessDelayMsg() in /Volumes/Project/OpenMir2/src/LoginGate/TimedService.cs:line 46
   at LoginGate.TimedService.ExecuteAsync(CancellationToken stoppingToken) in /Volumes/Project/OpenMir2/src/LoginGate/TimedService.cs:line 29
   at Microsoft.Extensions.Hosting.Internal.Host.TryExecuteBackgroundServiceAsync(BackgroundService backgroundService) 
 AsyncStateMachineBox`1.ExecutionContextCallback => <TryExecuteBackgroundServiceAsync>d__13.MoveNext => HostingLoggerExtensions.BackgroundServiceFaulted 

[2022-08-19 16:42:50.3703] | Fatal | The HostOptions.BackgroundServiceExceptionBehavior is configured to StopHost. A BackgroundService has thrown an unhandled exception, and the IHost instance is stopping. To avoid this behavior, configure this to Ignore; however the BackgroundService will not be restarted. System.Exception: IP地址或端口号错误
   at SystemModule.Sockets.IClientScoket.Connect() in /Volumes/Project/OpenMir2/src/SystemModule/Sockets/AsyncSocketClient/IClientScoket.cs:line 39
   at LoginGate.ClientThread.ReConnected() in /Volumes/Project/OpenMir2/src/LoginGate/Services/ClientThread.cs:line 58
   at LoginGate.ClientManager.CheckSessionStatus(ClientThread clientThread) in /Volumes/Project/OpenMir2/src/LoginGate/Services/ClientManager.cs:line 187
   at LoginGate.TimedService.ProcessDelayMsg() in /Volumes/Project/OpenMir2/src/LoginGate/TimedService.cs:line 46
   at LoginGate.TimedService.ExecuteAsync(CancellationToken stoppingToken) in /Volumes/Project/OpenMir2/src/LoginGate/TimedService.cs:line 29
   at Microsoft.Extensions.Hosting.Internal.Host.TryExecuteBackgroundServiceAsync(BackgroundService backgroundService) 
 AsyncStateMachineBox`1.ExecutionContextCallback => <TryExecuteBackgroundServiceAsync>d__13.MoveNext => HostingLoggerExtensions.BackgroundServiceStoppingHost 

[2022-08-19 16:42:58.2597] | Info | 正在启动服务... 
[2022-08-19 16:42:58.2805] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:42:58.2809] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:42:58.2809] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:42:58.3219] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:43:13.5585] | Info | 正在启动服务... 
[2022-08-19 16:43:13.5790] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:43:13.5790] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:43:13.5790] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:43:13.6163] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:43:47.3300] | Info | 正在启动服务... 
[2022-08-19 16:43:47.3503] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:43:47.3503] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:43:47.3503] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:43:47.3899] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:44:36.7465] | Info | 正在启动服务... 
[2022-08-19 16:44:36.7672] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:44:36.7672] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:44:36.7672] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:44:36.8060] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:44:57.6756] | Info | 正在启动服务... 
[2022-08-19 16:44:57.7018] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:44:57.7022] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:44:57.7022] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:44:57.7493] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:45:07.3766] | Info | 正在启动服务... 
[2022-08-19 16:45:07.3967] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:45:07.3971] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:45:07.3971] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:45:07.4344] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:46:21.7106] | Info | 正在启动服务... 
[2022-08-19 16:46:21.7335] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:46:21.7339] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:46:21.7339] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:46:21.7724] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:46:23.9315] | Info | 账号服务器[]断开链接. 
[2022-08-19 16:46:31.8494] | Error | BackgroundService failed System.Exception: IP地址或端口号错误
   at SystemModule.Sockets.IClientScoket.Connect() in /Volumes/Project/OpenMir2/src/SystemModule/Sockets/AsyncSocketClient/IClientScoket.cs:line 39
   at LoginGate.ClientThread.ReConnected() in /Volumes/Project/OpenMir2/src/LoginGate/Services/ClientThread.cs:line 58
   at LoginGate.ClientManager.CheckSessionStatus(ClientThread clientThread) in /Volumes/Project/OpenMir2/src/LoginGate/Services/ClientManager.cs:line 187
   at LoginGate.TimedService.ProcessDelayMsg() in /Volumes/Project/OpenMir2/src/LoginGate/TimedService.cs:line 46
   at LoginGate.TimedService.ExecuteAsync(CancellationToken stoppingToken) in /Volumes/Project/OpenMir2/src/LoginGate/TimedService.cs:line 29
   at Microsoft.Extensions.Hosting.Internal.Host.TryExecuteBackgroundServiceAsync(BackgroundService backgroundService) 
 AsyncStateMachineBox`1.ExecutionContextCallback => <TryExecuteBackgroundServiceAsync>d__13.MoveNext => HostingLoggerExtensions.BackgroundServiceFaulted 

[2022-08-19 16:46:31.8595] | Fatal | The HostOptions.BackgroundServiceExceptionBehavior is configured to StopHost. A BackgroundService has thrown an unhandled exception, and the IHost instance is stopping. To avoid this behavior, configure this to Ignore; however the BackgroundService will not be restarted. System.Exception: IP地址或端口号错误
   at SystemModule.Sockets.IClientScoket.Connect() in /Volumes/Project/OpenMir2/src/SystemModule/Sockets/AsyncSocketClient/IClientScoket.cs:line 39
   at LoginGate.ClientThread.ReConnected() in /Volumes/Project/OpenMir2/src/LoginGate/Services/ClientThread.cs:line 58
   at LoginGate.ClientManager.CheckSessionStatus(ClientThread clientThread) in /Volumes/Project/OpenMir2/src/LoginGate/Services/ClientManager.cs:line 187
   at LoginGate.TimedService.ProcessDelayMsg() in /Volumes/Project/OpenMir2/src/LoginGate/TimedService.cs:line 46
   at LoginGate.TimedService.ExecuteAsync(CancellationToken stoppingToken) in /Volumes/Project/OpenMir2/src/LoginGate/TimedService.cs:line 29
   at Microsoft.Extensions.Hosting.Internal.Host.TryExecuteBackgroundServiceAsync(BackgroundService backgroundService) 
 AsyncStateMachineBox`1.ExecutionContextCallback => <TryExecuteBackgroundServiceAsync>d__13.MoveNext => HostingLoggerExtensions.BackgroundServiceStoppingHost 

[2022-08-19 16:46:49.3296] | Info | 正在启动服务... 
[2022-08-19 16:46:49.3551] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:46:49.3551] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:46:49.3551] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:46:49.3894] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:46:49.3945] | Info | 账号服务器[]断开链接. 
[2022-08-19 16:46:59.4012] | Error | BackgroundService failed System.Exception: IP地址或端口号错误
   at SystemModule.Sockets.IClientScoket.Connect() in /Volumes/Project/OpenMir2/src/SystemModule/Sockets/AsyncSocketClient/IClientScoket.cs:line 39
   at LoginGate.ClientThread.ReConnected() in /Volumes/Project/OpenMir2/src/LoginGate/Services/ClientThread.cs:line 58
   at LoginGate.ClientManager.CheckSessionStatus(ClientThread clientThread) in /Volumes/Project/OpenMir2/src/LoginGate/Services/ClientManager.cs:line 187
   at LoginGate.TimedService.ProcessDelayMsg() in /Volumes/Project/OpenMir2/src/LoginGate/TimedService.cs:line 46
   at LoginGate.TimedService.ExecuteAsync(CancellationToken stoppingToken) in /Volumes/Project/OpenMir2/src/LoginGate/TimedService.cs:line 29
   at Microsoft.Extensions.Hosting.Internal.Host.TryExecuteBackgroundServiceAsync(BackgroundService backgroundService) 
 AsyncStateMachineBox`1.ExecutionContextCallback => <TryExecuteBackgroundServiceAsync>d__13.MoveNext => HostingLoggerExtensions.BackgroundServiceFaulted 

[2022-08-19 16:46:59.4170] | Fatal | The HostOptions.BackgroundServiceExceptionBehavior is configured to StopHost. A BackgroundService has thrown an unhandled exception, and the IHost instance is stopping. To avoid this behavior, configure this to Ignore; however the BackgroundService will not be restarted. System.Exception: IP地址或端口号错误
   at SystemModule.Sockets.IClientScoket.Connect() in /Volumes/Project/OpenMir2/src/SystemModule/Sockets/AsyncSocketClient/IClientScoket.cs:line 39
   at LoginGate.ClientThread.ReConnected() in /Volumes/Project/OpenMir2/src/LoginGate/Services/ClientThread.cs:line 58
   at LoginGate.ClientManager.CheckSessionStatus(ClientThread clientThread) in /Volumes/Project/OpenMir2/src/LoginGate/Services/ClientManager.cs:line 187
   at LoginGate.TimedService.ProcessDelayMsg() in /Volumes/Project/OpenMir2/src/LoginGate/TimedService.cs:line 46
   at LoginGate.TimedService.ExecuteAsync(CancellationToken stoppingToken) in /Volumes/Project/OpenMir2/src/LoginGate/TimedService.cs:line 29
   at Microsoft.Extensions.Hosting.Internal.Host.TryExecuteBackgroundServiceAsync(BackgroundService backgroundService) 
 AsyncStateMachineBox`1.ExecutionContextCallback => <TryExecuteBackgroundServiceAsync>d__13.MoveNext => HostingLoggerExtensions.BackgroundServiceStoppingHost 

[2022-08-19 16:47:26.2693] | Info | 正在启动服务... 
[2022-08-19 16:47:26.2973] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:47:26.2973] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:47:26.2973] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:47:26.3426] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:47:30.7409] | Info | 账号服务器[]断开链接. 
