[2022-08-30 15:08:51.8517] | Debug | DBSvr is starting. 
[2022-08-30 18:30:50.0029] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:31:00.0039] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:31:10.0056] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:31:20.0067] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:31:30.0083] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:31:40.0097] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:31:50.0099] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:32:00.0108] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:32:10.0119] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:32:20.0132] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:32:30.0142] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:32:40.0147] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:32:50.0167] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:33:00.0180] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:33:10.0188] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:33:20.0205] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:33:30.0216] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:48:02.3570] | Debug | DBSvr is starting. 
[2022-08-30 18:48:02.4473] | Info | 数据库配置文件读取完成... 
[2022-08-30 18:48:02.4493] | Info | 读取网关配置信息.GameGateIP:[10.10.0.102:7200] 
[2022-08-30 18:48:02.4494] | Info | 读取网关配置信息成功.[1] 
[2022-08-30 18:48:02.7063] | Info | 数据库服务[10.10.0.102:5100]已启动.等待链接... 
[2022-08-30 18:48:02.7867] | Info | 数据库角色服务[10.10.0.102:6000]已启动.等待链接... 
[2022-08-30 18:48:05.3201] | Info | 角色网关[0](10.10.0.102:65439)已打开... 
[2022-08-30 18:48:05.3259] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:48:09.4137] | Info | 账号服务器[10.10.0.102:5600]链接成功. 
[2022-08-30 18:48:15.3219] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:48:25.3233] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:48:35.3238] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:48:39.0869] | Debug | 收到账号中心同步会话消息. 
[2022-08-30 18:48:39.5758] | Debug | [QueryChr] Success ml=zmn?`b? 
[2022-08-30 18:48:41.9065] | Debug | 发送游戏网关信息: GameRun:10.10.0.102 Port:7200 
[2022-08-30 18:48:45.3248] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:48:55.3259] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:49:05.3274] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:49:15.3292] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:49:25.3308] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:49:35.3326] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:49:45.3327] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:49:55.3340] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:50:05.3351] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:50:15.3365] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:50:25.3372] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:50:35.3383] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:50:45.3391] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:50:55.3408] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:51:05.3429] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:51:15.3442] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:51:25.3455] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:51:35.3474] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:51:45.3484] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:51:55.3488] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:52:05.3508] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:02:12.7063] | Debug | DBSvr is starting. 
[2022-08-30 19:02:12.8137] | Info | 数据库配置文件读取完成... 
[2022-08-30 19:02:12.8157] | Info | 读取网关配置信息.GameGateIP:[10.10.0.102:7200] 
[2022-08-30 19:02:12.8157] | Info | 读取网关配置信息成功.[1] 
[2022-08-30 19:02:13.0974] | Info | 数据库服务[10.10.0.102:5100]已启动.等待链接... 
[2022-08-30 19:02:13.1915] | Info | 数据库角色服务[10.10.0.102:6000]已启动.等待链接... 
[2022-08-30 19:02:16.5790] | Info | 角色网关[0](10.10.0.102:49499)已打开... 
[2022-08-30 19:02:16.5862] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:02:26.2041] | Info | 账号服务器[10.10.0.102:5600]链接成功. 
[2022-08-30 19:02:26.5821] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:02:36.5831] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:02:46.5850] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:02:55.4274] | Debug | 收到账号中心同步会话消息. 
[2022-08-30 19:02:55.9174] | Debug | [QueryChr] Success ml=zmn?`b? 
[2022-08-30 19:02:56.5859] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:02:58.4916] | Debug | 发送游戏网关信息: GameRun:10.10.0.102 Port:7200 
[2022-08-30 19:03:06.5875] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:03:16.5884] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:03:26.5895] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:03:36.5897] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:03:46.5906] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:03:56.5924] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:04:06.5930] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:04:16.5941] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:04:26.5962] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:04:36.5974] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:04:46.5985] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:04:56.5995] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:05:06.6001] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:05:16.6010] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:05:26.6026] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:05:36.6047] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:05:46.6067] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:05:56.6082] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:06:06.6086] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:06:16.6104] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:06:26.6107] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:06:36.6128] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:06:46.6131] | Debug | Received SelGate Heartbeat. 
[2022-08-30 19:06:56.6144] | Debug | Received SelGate Heartbeat. 
